text,category
see,None
"cant open apps whenever open apps shut seconds tried uninstall reinstall, same ok last update",None
dema dabor,None
"update, game crashes battle please fix problem!",None
help wont let download saying memory phone loads ,None
cant play brought amazing cant play dose work android samsung pad 2 wont work update soon possible please cant wait play hurry,None
worst ws awesome app d last update doesent show pictures,None
ok,None
poor maintained product great past future,None
good like,None
"good game problematic reason downloaded, local wifi option play onthis ruined game",None
"native crash selecting new ship update fixed 0 0 issue, app got native crash selecting new ship pros nice graphics, beautiful ocean simulation cons immersive mode 44 devices, game bit short game modeevent simple, battle gets bit boring hours",None
lack ,None
slow doesnt matter phone im note 3 nexus 5 times okay time slow even fast internet,None
"hmm great graphics force closes much nothing weak campers, hell gameloft game want money back",None
love game since update crashes every time sink first battle since update im galaxy note 2 please fix ill go back 5 stars,None
good app really like functionality flexibility app offers,None
keeps auto-deleting every 3 days app quite nice ever since last update keeps auto deleting re-installed thrice including today wrong!,None
wont load playin weeks sudden wont load,None
avg gud,None
trying download long ok types,None
"its handy app gmx users lot prettier, perhaps like gmail? much ask -) edited 1082013 extremely poor app buggy shocking, especially coming germans much respect german engineering!",None
"ok, best",None
facebook,None
"needs art support game updated today still doesnt support art runtime opens main screen force closes works fine dalvik, app doesnt work art problem addressed update review rating",None
played long said cant say much played one part game ask feadback,None
"fix availability andriod cant open game now please update version android phones ill wait not, uninstall it",None
good first now every app comes false positive including google play! try installing month,None
??? dont know get contacts,None
well think pricy  complicated,None
"galaxy s4 nexus 7 excellent game, works beautifully s4 tried play nexus 7 cant see anything, shadows, please fix bug nexus 7 , give 5* fixed",None
disappointing!! love easiness upload pics musichowever every single time go post video blinks cannot play videoontop paid 199 watermark cant watch video!!!,None
pankaj nice,None
good good,None
old better,None
time app fact app needs register paid sucks fact makes way turning hitting later every time updates deal breaker get 365 account use microsofts full version office,None
flash bugs,None
hmmm wo ist das glcksrad hin jetzt hat man mal ne chance bekommen tglich ein boster zu haben unn jetzt iss es weg das iss nitt toll -( bitte wieder ndern,None
"note 3 online working couple weeks ago im able play online says cant connect check ur network, highspeed internet",None
need update guys done nothing improve started good thing decent app lazy devs,None
bug new update favourite tab working please check n solve issue,None
"would good if eould good focus wasnt screwed up works fine camera apps except one focus set macro acts like set auto, set auto acts macro forget night shot",None
black screen nexus 7 race starts screen goes black cant see car track please help,None
yes yes,None
zzzz keeps closingcrashing losing work zzzz fix it!,None
donzii like picsart,None
"apps intrusive?? happened? apps since then sudden, antivitus telling 101 threats found? (all apps)?? howcome?! apps downloaded playstore threat even apps really intrusive!",None
"pretty good but sometimes typing i word gets messed letter appers top letter, hopefully get fixed otherwise great app",None
nice limited use limited options stickers etc available,None
goood gooooooood,None
nice nice dhis apps,None
best 4 edit photo,None
help here? messages wont send continue say pending help would nice,None
love nice,None
good,None
nice useful,None
"superb app easy use , truly indispensable xda forum users get now!",None
good good android,None
good nice time killer,None
best really cool,None
mr? u spying us?,None
bad! mobile game ya cant complain,None
"average game, wifi online really need sorted out wifi online almost non-functional even find match never connects, super fast wifi hugely expansive, campaign really hard though (still havent completed it), due forgetting change weapon blowing up",None
decent resolution low like options customization available cant take pictures note 3s native resolution,None
awesome thrilling,None
"1st level completed bad moment, tryin get controls well, update days ) good job )",None
good good,None
average good,None
great brain game little east easy easy,None
hanging phone hanging phone must 2 restart>,None
nice amazing,None
good best open edit page screen get white cant add admin,None
good cool app bt eats lot memory,None
good,None
pretty app downloaded dot know happen next ) hopely fine ok ),None
works ok,None
keepas crashing awesome gamewhen works freeze everytime go ao turn phone turn back work s4 galaxy lucky bought special,None
paste pasta hot,None
servers suck wish servers could better its quite frustrating play multiplayer sometimes game wonderful would give 5 stars good online experience,None
f,None
awesome nice,None
please fix its good game dont save online dont fix want money back,None
improving way go,None
passt naja,None
better used be still needs significant amounts work,None
good,None
yes hoping use school,None
"video call camera please fix camera video call galaxy tab 2 7, receiver see upside down",None
"gute idee - schlecht programmiert die laufzeiten sind viel zu lang auch knnte das design ein wenig schner sein dennoch macht es spa, auch wenn man ohne premiumversion sehr eingeschrnkt wird",None
"office pro current edition edition boasting support conditional formatting, however purchasing last night, found case! bug glitch, even oversight impressed one key features bought app spreadsheet",None
2 mounth good apps mobile,None
"slow performance hinders otherwise great app love ability spell check (extra small price feature) major downsides app make impractical slow using bluetooth keyboard, keys register correctly (in right sequence) spaces get inserted middle words often could type the  would get th e tested even thought keyboard might problem tested office suite apps found one problem second problem using cursor keys navigate document, often mistakenly thinks cursor end line wont allow move further also causes problem trying use del key (deleting text right side cursor) since often thinks end line reached, starts delete text left cursor (like backspace key pressed) fact plenty text remaining right feature-rich suite sure needs speed improvements useful",None
widget problem problem widget days widget gone show widgets bar,None
"poor attempt reviving childhood classic loved worms used play friends 10-15 years ago seems remake it, controls poor - menus especially in-game, its barely playable worth it",None
puta ok,None
bad!! dis app dsnt wrks tablet!! guess d error app,None
nzuri endelea kuongeza utaalamu zaidi,None
ok app still love doe amazing terrible -) c,None
posts multiple posts laggy notifications hardly work wish never spent money used free version good app crashes time,None
"its ok id give higher rating, small problem problem ive tried import bookmarks android keeps crashing please fix thanks",None
nice its nice,None
ok love game update 0mb0mb loading im ysing samsung galaxy s4 active,None
best like iti use everyday,None
good since downloaded im huge storage issues phone,None
annoying multiplayer issues great port would give 5 stars multiplayer worked properly,None
its cool,None
"great game, sound working though sound stopped working mid game wont start! rebooted phone reinstalled luck ! otherwise great worms game!",None
great zoom function galaxy tab 2 3 stars focus blurry zoom picture,None
good nice,None
nice update still crash sometimes new updates finebut still crashes sometime playing especially chapter 5 fighting man o war storm weatherforce quit home screen~ hope fixes,None
gr8 gk,None
lilli cool,None
"unreliable keeps losing permission sync various cloud accounts, tend use bit torrent sync nowadays",None
wth worked fine u see video music u put instagram cuts end turned black,None
getting better,None
mixed review game works great htc desire x samsung galaxy tab3 (stock jellybean) (weapons everything else goes invisible near impossible play) please fix great game want info issue please reply,None
average,None
whole game obvious description adventure mode + quick play zen garden mini games,None
boo! dont like annual subscription cost wont upgrade pro id gladly pay one time fee apparently thats option anymore,None
cant believe paid kingsoft better,None
simply good,None
yea yea,None
"kidding good game, bought 80% off?! really!?",None
samsung galaxy s4 cute app,None
good job far better appsbut needs still work frames effects,None
seems okwill see,None
gud nice ),None
bakwas,None
good,None
shark ? dull,None
okay game great cant new one,None
black screen get black screen using flash seem random anyone else experienced problem?,None
open photo correctly position pls fixd -(,None
cannot get code! cant get code even send phone number already please fix it!,None
business vhjkk j bbc c xf,None
fix please! new update detected malware (,None
its bit slow phone,None
please fix still cant download it,None
good cant create email account website hard contact family germany even friends list missing cant even travel birmingham city centre server says ip address doesnt allow dont know why need create travel tourism,None
non existant support trust name however cannot app optimise says eg closing unused apps emailed support 6 months ago response unacceptable poor service famous brand,None
idk im bored im rating ront noe good taking long downliad gave 3 stars,None
luv nice plz hanging phone give 5stars problem fixed,None
nexus 7 update looks worst still little bit laggy like better before,None
"bad fast smooth, could use restyling",None
worth installing htc settings,None
"terrible now! please change back again,it pwrfect its horrible want uninsatall --",None
ok,None
@ bad,None
ok ok,None
unable insert media,None
good game far rate game 5 minutes play dumb idea trade game rating updates,None
naja es hangt sich immer auf,None
work progress quite tools looking great addition need looking ultimate set! still learning does,None
useful active choice,None
done playing updates,None
keep setting flash take pics newborn keeps coming back on!!!! mad mommy!!!,None
working fine wlan distortion mobile internet,None
safe brouse,None
helo slow ,None
ok good much hi advocate pakistan  mostly use skype meeting clients useful software,None
"its good still wont run swype properly, unfortunately",None
good good,None
macht spass aber autos wirklich zu teuer deswegen nur drei sterne,None
useful force close,None
pritty good overall could use scenes movies,None
"slow call isnt connect sometime, want switch",None
"good works, annoying plays getting fed uninstall doesnt allow work new picture",None
love it!! m o,None
good bad,None
probm grand grand often hang playing game,None
keep going needs better tagging,None
good sad good game overall couldnt open game reinstalled lost progress also bought coins lost also great game,None
good aplication kereeeeennnnnn,None
nice nice aplikasi,None
<3 one wrd say  cool,None
"impressive graduate student use tablet lot taking notes presentation read papers disappointed cant use software present ppt also, draw free form option user friendly doesnt allow draw different colors erase",None
love makeup options rate 5 stars im able hair,None
nice nice,None
"gd app think great app used time shut running appsaltho need delete bcuz dont room fone,but cant! uninstall says needs b deactivated, n still uninstalling all! need help!",None
useful apps okay,None
eh personally fan latest update,None
good excellent,None
music selection music selected miss-synced final production,None
love crashes lot fun,None
well size good,None
"its great app use daily however, crashes force closes hell lot note 3 fix its 5 stars, much prefer app navigating web page phone",None
"nach update auf englisch bisher war ich sehr zufrieden, aber leider ist nach dem update alles auf englisch bitte nder, dann gibt es wieder 5 sterne",None
great app!!,None
ok much good,None
good job,None
fantastic great app,None
awesome high five ea ) working fine xperia sl awesome graphics physics keep rocking,None
nice great,None
far good genuinely fun lots,None
like lot changing flash setting still activates position freezing sometimes focusing ill reinstall clear data get working again,None
???? ?? ?? ?????,None
bug gold mystery sprout work 100% chance give plant dont have getting kinds already,None
super super,None
hi cool,None
itsnice aap good,None
good app nice,None
app good like,None
andrew excellent scanning app,None
line want,None
nice little app! appear sync likes pc version?,None
cute,None
cool nice,None
good others try,None
fun app simple fun app everyone needs give try -),None
good good,None
"great app one question integration online storage tools great solves lot problems, but open google drive open file office suit pro it?s read only way edit documents without opening office suit pro? connect google drive within app, everything isnt categorised google drive folders thats negative point",None
freezes its good game sometimes crashes needs forcefully stopped restated,None
hi nasi good,None
good thank,None
good life changed thanks cinco app,None
needed facebook interaction good facebook users,None
awesome (y) really good <3,None
"good game problem takes nearly 2gb space device, little high graphics great, lags little tab 2 101 overall good game",None
pretty good! give three stars theres alot photo editing apps already features free youll get fifth star whenever clone effect addedbut its pretty good better free apps effects,None
guti,None
ghh,None
gut macht alles gebraucht wird,None
lots fun wish hair edit wasnt vibrant lower half face doesnt get much change brightening face,None
geil wie fifa blo mit stickmann !!,None
"good stuff app would better draw function beautiful brushes line brush however, eyedropper tool, ability change opacity hardness brush tools, make photo editing app good one havent updated however, reading latest reviews",None
great game love gameplay,None
"works fine fun everythings good problem is, like mentioned another commentor crashes u scroll ship selection little problem its fun play good job ubi also says theres google play edition ship cant find it",None
rate updates? great app rate future updates?,None
spa bringt echt super spa )),None
good performance great app please optimise performance long documents use reading pdf-books example 1100 pages seems optimised scrolling doesnt work fluently (s3 mini) nice day ),None
better around browser makes $en$e,None
nice nice,None
zombie update maybe? game great u shuld add zombies whole new experience players,None
"bad android but reasons cant view pages album full screen (instead got tiny preview middle leftright button sideyet ios version, photo full screen, please fix this!!! thanks!",None
pretty good awesome graphics,None
) 4 nice,None
nice pretty nice app,None
class good sure like page batmanarkham origins game,None
"says but cant email doc? thought would go without saying one would need email doc well view it missing something here? bought app maybe two years ago & complaint, though significant",None
rock rule,None
"well worth much better galaxy s4 stock camera app good useful feature set, lots configuration options picture picture available android 23 needs 30 update currently available uk",None
nice one interesting,None
nice app would better mods,None
app good,None
works well good application,None
"love great browser prefer chrome seems little less touchy firefox, need get used it",None
good app! useful needs,None
creative good! nice work,None
gut auf nexus 4 + 7,None
"addicted good game, ducked ingot new phone  trying recover doc isnt easy",None
great awesome,None
"great app, useful im typing, randomly closes back head bubble things, annoying please fix sony xperia acro",None
good started using xd,None
"startup fixed, bad seems like fixed startup issue",None
good goodd,None
super toll aber wie mache ich stichpunkte,None
d bad ),None
love easy accesss,None
"amazing, love using skype video family x",None
cool baby  sweet ,None
"like its good app, better looking now",None
good good app works theres internet connetion?,None
"awesome couldnt find android app would open password protected documents finally found one did gripe overwrite instead simply saving, even though file offline google drive file",None
exactly says tin effecient enough check respond emails,None
many many things njoy photos! ^~^ thanks!!,None
voll geil einfach geil,None
memr cool,None
h j,None
nice gameplay takes head head desktopgaming devices version,None
nice app compose photos!,None
"good running perfectly update,task killer working displays tasks",None
great app photo collection,None
far app purchases!,None
dhansu edting cool feature,None
"solid lots options, folders little others overflow",None
nice app nice application keeps boredom away,None
best whats available ive purchased word emulator apps office suite best its easy edit toolbars would give five word spacing issues ive lost edits occasionally saving dropbox,None
love application,None
good app ( photos come pixilated ,None
good,None
hallow beep,None
scheie scheie,None
nice antivirus one great antivirus,None
"start! ive hounding facebook year develop app android ever since ios app released far its start us know that keep good work, make better ios app",None
good nice,None
average love app! realistic beauty tweaks airbrush! pop ups glitches ),None
coooooooolllllllllllllllll einfach spa haben coooooooolllllllllllllllll,None
"need adobe flash downloaded adobe flash player requires firefox use it works great, well websites though",None
good app easy pic editing worth paying pro version (so far anyway!),None
star one!! nice one simple ui,None
mahadcalidhaweed,None
cute love <3,None
good app ) d galaxy s4,None
"its fun certain extend game currency earned slow levels designed stick specific set efficiency, real mind game here still its fun challenging, however straight forward",None
good good app,None
gut es ist gut,None
vk nice,None
awesome features,None
solid office suite got complaints works need do,None
"pretty good! ive edited many photos using application already something probably address photo always saving youre looking preview beautify tool good example this, may look fine preview, save it, dont exactly get quality sometimes turns little pixalated, overall remarkable app! use conjunction apps",None
ist ganz ok das spiel ist ganz ok macht zwar spa aber ein suchtmacher ist es nicht,None
**** ****,None
excellent excellent,None
much ganda,None
nice,None
"aside occasional glitch, pretty good awesome graphics, nice sound, dont expect ac3 4 scale naval warfare battles id call real time, cross real turn based randomly sailing also quite pointless due able fast travel almost anywhere main missions races fun however much less repetitive battling bugs developer seems squashing quite often",None
bad mobile phone game pretty impressive its nice able get pirate fix road im able play black flag home,None
excellent app love features easy use,None
"great update love new update, looks slick professional, functions much better previous version nice job! however, one problem noticed application repeatedly gives pop-up messages saying, unfortunately, office suite stopped even office suite running continues run fine anything, irritating, although isnt problem application itself gives pop-up messages twice minute",None
ok bit slow,None
shooter game pretty awesome able play game tablet anywhere feeling xbox playstation console,None
galaxy s4 gpe galaxy s4 google play edition cant save external sd card otherwise great app choose external sd save location wont save it,None
gud like,None
nice!! really like burst mode captures every sec momentcant beat cam app,None
bad,None
good better old,None
great app found canon mx880 printer worth money none free applications worked liking,None
intaframe downloaded yesterday & loving app,None
n7100 good quality,None
using titanium s5 results goodd enof,None
like,None
cool aburi must,None
good app works better samsung version installed s4,None
ganz gut wird auf die dauer sau langweilig weil es immer des gleiche ist ,None
good best,None
yehh cool bad ,None
good app love it,None
gut 4 sterne aber teilweise echt schwer,None
seems legit,None
gud nyc app,None
"great app nice simple ui could five stars, app wouldnt closed hitting back button thread topic",None
ma,None
great browser htc amaze default browser worked great 2 years started crashing always fan mozilla downloaded app great,None
awesome used sooo jelaous ppl cam wow retrica nowtheyre jelaous me! thanks ),None
like using application embroidery business enjoy using application business,None
adhi gooood,None
rated 4 new dnt knw yet how,None
funny funny exciting app new way expressing make fun others photos,None
far pretty good,None
listening! ?,None
cool,None
ganz gutaber gefllt mir super nur die werbung nervt -- ist aber ja ntig,None
margin layout margin layout using office suite microsoft power point 2007,None
powerful camera app mild learning curve absolutely awesome,None
good need update voice sometime back ground noise comes thanks,None
ok its ok,None
"nice game good game, and, new firmware, compatible padfone 2 well please update, would like install ) el?g j? arcade j?t?k, nekem tetszett edit thanks updating, works phone, its excellent racing game, nice graphics, nice cars, good control, cars upgraded, tuning missing",None
good,None
"excellent many features, enjoying application easy use options",None
excellent! excellent complaints,None
mantap,None
nice v gud,None
nice v gud,None
greatest apps ever love great great app,None
works needed app allowed print house using wifi app worked perfectly easy setup make sure share printer using home network install drivers printer may issues,None
10 10 great game value money,None
love complete need look further far everything think photos,None
eureka awesome,None
good like much,None
great awesome app !,None
"good game assassins creed pirates nice, beautiful game runs well",None
"samsung galaxy tab whoa game awesome! completed adventure mode still play add twist second time play it dont know paying zen garden freeand unlock plants playing more! im 12 great game minigames grear, bit expensive miningames",None
best game ive played android,None
cull lik app,None
best app ! best working app ever used !!!,None
good good,None
awesome love,None
excellent app everything would expect mail app,None
best make app thank soo much,None
amazing appss nice one,None
hi nice ,None
amazing working perfect- samsung galaxy s4,None
epic,None
yeh nice app 4 me ,None
awesome photo editor ) love app!!,None
sirvio para escuchar una emisora en vivo gracias,None
good happy app,None
best printing app ever!,None
good,None
miss them,None
love appp,None
love use pictures,None
good good,None
office suite pro works great,None
great! completely fixes nexus 5 camera problems!,None
great app best editing app ever,None
great game nice graphics runs smooth htc one,None
brilliant great graphics brilliant missions great game produced ive got real game could equal,None
first paid app first paid app worth it! power chainfire! im looking forward production release works expected canon t4i asus transformer tf101 also worked old lg optimus v smartphone via wi-fi passthrough everything need control camera mounted crane jib awesome  really awesome!,None
nice nice program,None
good good,None
nice nice,None
great tool supposed do thanks,None
nic nic editing photos,None
good good,None
? it!! coz makes look super pretty ),None
mojukg mouse monster maxwell man sea! !!!!!!!!!!!!!!!!!!!!!!!!! 2,None
superb simply,None
osum evan,None
sehr gut,None
best sangat best,None
gooood good application -))))))))))))))))))),None
great luv,None
best app ever its really cool app things ways wanted,None
best! really like features especially stickers ?,None
excellent promised faithful interesting game plenty variety along way nick bee,None
fun love trying figure level out,None
"glitched love game ipod touch, nexus 7 2013 model, graphics missing driving black black buildings black cars needs fixed next update edit latest update problem still persisted uninstalled reinstalled, seemed fix issue adjusted rating accordingly good job listening customers",None
fun,None
love,None
geil,None
"love always loved game, worth buy",None
"best app photo editing, best app ever everything make photo special",None
amazing,None
holes great app,None
galaxy tab70 crazy ldont give star,None
bty,None
love it! love cool wow!,None
excellent amazing game best one ive played while hurry add levels!!!,None
fun,None
love app use instsgram facebook great!! definitly download worth it!,None
worth it!!! far coolest phot app ive used get app!!!,None
siiip,None
smooth well,None
great game,None
best know,None
excellent amazingly gud option get stress free,None
xperia arc super,None
awesome its nicehahabut need effortjust jokingits really cooli really like !!!!,None
awesome pdf performance latest update improved pdf viewing performance significant amount waiting content appear swiping pages,None
love it!!!!!! works great! nook pc!,None
tuesday good,None
superb awesome app wish cymera widget ),None
ok ok,None
good best camera app google play,None
said huhuhuhu,None
finally great game mobile,None
office suite pro user friendly! great program,None
super cool,None
makes great camera better glad got this pictures good pictures taken better cameras,None
helpful,None
"love it! really love game, game play amazing mobile based game graphics stunning",None
awesome really love put memories songs omg love it!!,None
like msngrz,None
"brilliant app! great fun, touches upthe photos amazingly!",None
good like,None
nice software works great meet two hearts,None
super -) das ist das beste office programm aller zeiten ist sehr zu empfehlen und mehr gibts nicht zu sagen deshalb ***** sterne,None
"cool game great next best thing cod ghosts, except hard aim",None
beautiful keep up far usable app editor makes photos beautiful alive,None
awesome loveee it?,None
human like apps,None
good oog,None
good outstanding,None
print share easy awesome app yo have,None
fun addictive fun ),None
^^ good !,None
fun,None
love game best game ive ever played,None
good love -),None
like ou also install,None
link needed perfect solution android  linux environment works well tasker,None
chillt zeit vertreibent,None
excellent like app! good d,None
fun easy use recommended,None
"alles ok tut es soll, danke!",None
awesome love app,None
nice quick fix absolutely love app,None
nice nice app,None
"awesome expected, simply amazing",None
"lovee love making things like this, fun, easy way )",None
ice,None
good every nice,None
cool inastagrammmmmmmmmmmmmmmmmmmmmmmmmmmfnsucksmmmmmm,None
amaze balls absolutely amazing kinda like facetime,None
ok good game,None
helping one good app,None
nice works correctly,None
spitze das spiel ist super!!!,None
great app,None
samsung galaxy tab 2 nice app,None
samsung galaxy tab 2 nice app,None
installed awsome!!!!! hope everyone agrees me need anything ask!!!!,None
bugged last update caused game stop working wont even start now please fix new update still didnt fix anything ,None
gs4 love great new puzzles,None
gut zeitvertreib,None
nice nice,None
finally found apps want!,None
einfach genial super spiel,None
console like! looks like console game! good job gameloft!,None
"- godfather android knowledge - best best app need information phone its everything rooting, roms, apps, modding etc 5 stars!",None
best coolest get put pitures,None
great makes good pics love app great,None
geil ist echt klasse!,None
"excellent developers best file manager android works like charm s4, droid razr note ii",None
love app use time,None
"enough said, 5 stars",None
super app super app ever,None
brill love,None
good,None
great app app work greatly samsung galaxy trend! ? app!!,None
best game ever!,None
great game good graphics gameplay definitely glad got one,None
perfekt hervorragend,None
perfect made easier,None
"awesome! like game hate unlock things real money, everything else great",None
bill fun ez use,None
best app best chatting app ever,None
sehr gut beste email app design,None
super cool!! like it!,None
anyw good av,None
love it!,None
hi sobre saliente,None
hi sobre saliente,None
great app newer version really great look feel lot faster previous versions,None
"excellent, wanted works great galaxy s3 5 different sync folder pairs set up one pictures take picture, instantly synced google cloud account, pc syncs google cloud, meaning never lose picture also occasional sync nas drive im bit paranoid also sync mp3 folder nas account back onto phone card, add new music nas drive, sync onto phone altogether useful program",None
great security lets know threats phone,None
great app love cant get better,None
ea keep good job! games superb,None
love this game,None
 best app ever!,None
"fun engaging far game run smoothly, enaging fun easy enough dont get annoyed hard enough dont get bored update time playing",None
likey useful love editing,None
well awesome,None
xperia z1 awesome product reliable,None
cool cool,None
like this   thanks  ,None
good good,None
classic finally decent version worms android,None
like awesome,None
"great app, easy use! app completely surpassed expectations! extremely easy use, nice interface lets produce wide variety collages",None
"game really fun great way learn facts, geography, capitals, landmarks locations great states united states! nephews strategically placing stacks super learning fun!",None
love tests brain!,None
"youre probably thinking pay get something similar freei thought thing finally ponied (do really spend *that* much moreless cup coffee?) value its added daily basis invaluable time tables pretty accurate, love service advisories constantly change every weekend neighborhoods maps, mention last minute emergencies lines due water main break police incident you better plan trip avoid certain line rather find station yellow tape blocking way, walk half mile catch another line find thing saying sod catching cab saved much time",None
easy find songs purchase itunes,None
"fun never much interest astronomy, app changed everything",None
lots fun use live unpopulated area its neat pick stars what app works well!,None
its really useful cuz im astronomer its magestical!,None
exciting app like share kids,None
nice app,None
great info houston restaurants though restaurant info needs updated relocated,None
"complaint app unless live one supported cities, its pretty much useless even live big city, app wont help youre travelling somewhere smaller, recommend keeping backup app like urbanspoon iphone backup",None
"bought app december 24th purchased mainly hunting google terrain map set issued terrain map would load, blacked out maps features worked fine emailed customer support night around 11pm, response solution via email checked mail 9 am, christmas morning! now, thats would consider excellent support seems small issue google terrain maps affected purchases friday 23rd, saturday 24th fixed everything works great!",None
use app almost every weekend exploring back roads trails motorcycle functionality excellent road well using data review later using google earth ive tried gps tracking apps one go back every time strongly recommend reading users guide watching videos 10 minutes spent learning app really pay much use function get app,None
"cannot believe amazing new changes are mountain bike, hike, camp, travel must need app! tracks altitude, pace, speed, every stat need unit measure far best app have!",None
makes easy keep track mileage,None
"pretty easy use - using 2 years easy learn new features added, features made sense!",None
needs better interface load save favorites,None
"why, would add social network app deals personal health issue? ill discuss period close friend sister social network unknown security updating app, using option permanently disable social feature included",None
"is, hands down, useful app lite version decided worth money upgrade makes much easier guess check calendar love it!!",None
ran side side app beat hands down needs dedicated space mileage,None
love its multifunctionality able multiple business year prior expenses etc!,None
"excellent upgrade, addition moon phases much work little time get water using separate app check moon phase efficient times hit ramp",None
better snooth drync far update would like able move wines different locations without drinking re-adding application,None
"ap great, really puts collection fingertips! really like easy manage wine collection, buying, drinking storage notes love it!",None
works awesome me 1200 cellar mostly older bottles scan works lot type search fills in really live app love drink feature use every week!,None
better wine app,None
good app eat lot home cooked meals its hard find exact thing ate,None
"app beast! best thing is, doesnt need internet! ipod touch dont internet public recomend app!",None
buy,None
great little app especially hectic schedules keeps like visual people like me,None
love app!!! best constellationstar app ive seen,None
"so havent yet installed latest version though love holiday bonuses (i laughed aloud last night saw flying overhead), agree onoff switch wouldve good, rather implementingremoving all app itself, love it live desert plenty stars visible its nice finally confirm semi-novice identifications meet new stars constellations",None
"live sky work touch also, doesnt find correct location close like droid appbut parsec",None
sometimes app top slow update information delays gate changes dont use source information flights,None
used app years now keeps getting better tavel lot useful complaint function wanting charge upgrades travel lot its worth it,None
nice app keep tracks flights easy ) time,None
"keep tabs brothers flight info, travels work quite bit im worrier nature, its wonderful able see progress flights ive always able pull easily & theyve always accurate great job!",None
used app world hasnt let yet!,None
work well remote areas mountain ranges good gps foreign cities google works well,None
take mountain bike trail continually improving surprising ways keep great work!,None
its pure joy already pic friends call sometimes contacts info fb friends havent taken time acquire fabulous!,None
love sync & bday reminders ),None
works fine,None
great app!,None
"would pull contacts facebook, phone, put phone",None
"comes ipad keynote integration, app worthwhile get complaint notifications ipad interrupt it fix apple improving notification system *cough* get use keynote )",None
"concerned cannot zoom savvy charts reference materials included appyou can! let help simply tap chart image itself immediately bring closer page, get even closer pinching tap images first, friends great app",None
first didnt challenges literally got board 10min turn challenges like hawk dead animal get point beter modern combat 3!!!!!!,None
best game ever!!!!,None
cant find buy add ons plz help wise great game,None
give 5 stars add girl pygmies,None
"thanks flight tracker, missed flight flight tracker gave completely incorrect flight delay information!",None
great app tracking flights! limousine company & drivers use track clients flights,None
easy use accurate must traveler!,None
finished weekend playing first time used product impressed it! setlist option favorite part played several different times throughout weekend able program songs setlist form made super easy transition songs highly recommend product cant wait use again!,None
must buy,None
"price, its great ive using quicken 5 years now, ive switched app 2 years ago wife use sync option keeping budge easily awesome app- needs desktop version!",None
"app fixture college studies good reader technology turbo charges research puts ahead pack couple instapaper, papers, air printer app two power hands (and pocket)",None
use app every day iphone 4 works perfectly fine,None
yes,None
demasiado de buenogracias dios por esta bendicin,None
enjoy sending verses friends iphone,None
"love new verse pop every morning great go, youre looking verse pertaining certain category whether encouragement, patience, etc convenient beautiful background pictures",None
dont look missal crowded mass enjoy following along ipod touch thank,None
"love convenience daily readings right fingertips, travel europe semester, dont know could live without it!",None
"great app, needed thank",None
great daily readings love it,None
excellent app use daily devotional reading mass readings well done!,None
overall great app use daily would helpful entrance communion antiphons included appreciate new app purchase feature saint day either included program way remove buy button want purchase this,None
bargain benefits receive daily app!! audio especially good have reading (or listening) daily mass readings great help me also like prayers start end day consider must-have app busy catholics,None
doodle jump sick love it! hes freaking cute!,None
insanely fun addicting love game u add backgrounds powerups though,None
"needed good flash card system mandarin vocabulary, everything could asked for never heard quizlet before, enabling extended keyboard pinyin, simplified chinese keyboard, easily able make custom list words ? (shu?) one side, water instance inputting app super easy! well done totally worth $4 quizlet free, way",None
"pixel pixel, scanner better expensive hp printerscanner part iphone part jotnots software use presentations text page (it doesnt well images though, hence 4 stars) taken whole, its money well spent",None
fantastic app ! makes reading forums much easier find more great!!,None
like lot,None
"think app works better using desktop use forums fast, eat read, searches well wish miniusa bike forums great tacoma world",None
"use forums lot, youll love app!",None
saved much cash =],None
excellent,None
good,None
wish u better bb massenger,None
send update,None
best app ever!!,None
"app great know people complain making account, fits needs need anything computer dropbox works great!",None
youll love craigslist pro,None
"apparently allowed values app decided cant see unlike rest country - dont need anyone hold hand tell do bring back personals section idiots! used love app business good laugh, dont think use much all disappointed update!!!!",None
remove entire sections updated? thats downgrade,None
purchased aps sure one them,None
awsome,None
different categories missing since update whats wrong this?,None
sweet app thank you! love it!!,None
awesome!!!,None
need finding rental houses great that!,None
"app far better usual web interface - intuitive, fast, great graphics",None
sold bought many things using craigslist,None
"app like website, except pick area instead laid you love app use every day!",None
easy find want narrow search photo gallery feature great first filter looks,None
great,None
freaking great!,None
a+,None
"amazing app pics, best editor iphone lots opptions love everything inn it",None
used year never disappointed sound quality excellent iphone,None
app rocks!!!!!,None
"good app gets info want quickly, auto adjusts times time zone (many apps dont)",None
"nice app, easy use, gives right amount relevant info",None
love app nothing better nascar fan!,None
application needs give information resturant,None
love dis right herre,None
basically need 6 hour future radar gets future 2 hours advertisement 6 aint happening,None
"using product 5 days love it seeking app mainly write school paper, basic spreadsheet, reading pdf articles, one course, cant compare iwork apps definitely beat app terms looks quality (called great marketing) poor student like me, paying student loans, seeking app mainly write papers read docs, recommend one tried powerpoint yet, cant say much it",None
love,None
point cant open documents? im switching pages,None
"got app able share ppt word docs support data files happy all try work it, think waste time money!",None
great!,None
thoroughly enjoying reading older books authors back something think majority todays authors lacking totally loose stories,None
great app!,None
highly recommend app listen atc conversations around usa world,None
great app aviation enthusiast!!,None
agree reviewers one favorite apps - recent update app eviscerated! please undo improvements,None
well,None
great app works almost course complaints all,None
